"","id","ses","genre","reseau","scolarite","experience"
"1553",1404,49.6,1,10,2,6
"1554",1407,48.6,1,21,2,7
"1555",1411,28.4,1,6,0,6
"1556",1413,30.8,2,17,1,5
"1557",1414,33.1,2,15,1,6
"1558",1415,60.6,2,8,2,15
"1559",1417,92.3,1,14,4,26
"1560",1418,38.4,2,9,1,4
"1561",1419,63.5,1,5,3,15
"1562",1420,63.5,1,20,3,17
"1563",1421,63.5,1,10,2,16
"1564",1422,50.5,2,3,2,11
"1565",1423,28.4,1,19,0,7
"1566",1425,50.5,2,2,2,10
"1567",1427,63.5,2,11,2,14
"1568",1432,36.5,1,8,1,4
"1569",1435,26.7,1,8,0,2
"1570",1436,37.3,2,16,1,4
"1571",1438,39.4,1,16,1,7
"1572",1439,29.2,2,11,0,6
"1573",1440,78,1,1,3,23
"1574",1441,53.3,2,11,2,6
"1575",1442,28.4,1,9,0,7
"1576",1443,31.4,1,10,1,4
"1577",1444,29.3,2,15,0,5
"1578",1445,54.7,2,3,2,11
"1579",1446,47.8545127651924,1,1,2,8
"1580",1448,28.6,1,9,0,4
"1581",1449,78.5,1,18,4,20
"1582",1450,64.8,1,2,3,16
"1583",1451,83.7,2,2,4,17
"1584",1453,63.5,1,3,3,10
"1585",1454,63.5,1,9,3,26
"1586",1455,63.5,1,5,3,12
"1587",1457,48.9,2,20,2,7
"1588",1461,21.1,1,15,0,5
"1589",1465,61.9,1,27,2,15
"1590",1466,26.4,2,6,0,3
"1591",1468,63.5,2,15,3,19
"1592",1471,26.4,1,16,0,2
"1593",1472,37.9,2,6,1,3
"1594",1474,37.4,1,4,1,11
"1595",1475,29.2,1,6,0,6
"1596",1476,33.6,2,3,1,5
"1597",1477,79.9,2,8,4,27
"1598",1478,32.4,2,5,1,5
"1599",1479,69.2,2,23,3,14
"1600",1482,37.7,2,8,1,4
"1601",1483,37.9,2,18,1,6
"1602",1484,50.5,2,6,2,8
"1603",1485,63.5,1,4,2,23
"1604",1486,29.4,1,2,0,6
"1605",1487,29.6,2,14,0,5
"1606",1488,48.5,1,7,2,17
"1607",1489,33.9,1,11,1,2
"1608",1490,34.3,1,13,1,2
"1609",1491,29.4,2,1,0,3
"1610",1492,25.8,1,17,0,2
"1611",1493,32.4,2,12,1,5
"1612",1498,44.7,1,12,2,4
"1613",1502,44.3,2,10,2,15
"1614",1503,17.6,1,18,0,2
"1615",1510,31.3,1,4,1,5
"1616",1515,78.5,2,10,4,15
"1617",1523,73.6,2,6,3,16
"1618",1527,32,2,17,1,3
"1619",1531,65.8,1,6,3,16
"1620",1532,38.4,2,7,1,7
"1621",1534,34.2,1,14,1,5
"1622",1535,69.2,2,11,3,21
"1623",1536,42.4,1,19,2,7
"1624",1537,36.5,2,8,1,4
"1625",1538,63.5,2,13,3,11
"1626",1539,73.9,1,20,3,5
"1627",1540,30.1,2,7,0,3
"1628",1541,61.9,1,19,2,12
"1629",1542,45.9,1,3,2,7
"1630",1543,63.5,1,7,3,4
"1631",1544,97.2,1,5,4,33
"1632",1545,45.4,1,11,2,8
"1633",1546,53.7,1,12,2,4
"1634",1547,53.7,1,3,2,13
"1635",1548,65.8,1,12,3,17
"1636",1549,63.5,2,19,3,14
"1637",1550,53.7,2,15,2,12
"1638",1551,26.4,2,10,0,4
"1639",1552,63.2,1,6,3,5
"1640",1553,31.5,1,18,1,2
"1641",1554,26.7,2,19,0,2
"1642",1555,38,2,5,1,5
"1643",1556,31.5,1,3,1,6
"1644",1557,63.5,2,10,2,12
"1645",1558,38,2,17,1,8
"1646",1560,24.8,1,8,0,2
"1647",1562,47.8545127651924,2,18,2,7
"1648",1563,31.5,1,0,1,5
"1649",1565,63.5,1,16,3,15
"1650",1566,56.6,2,14,2,12
"1651",1567,36.5,1,11,1,18
"1652",1568,37.7,2,3,1,6
"1653",1569,73.2,2,9,3,16
"1654",1570,38.4,2,3,1,7
"1655",1573,20.1,2,13,0,1
"1656",1575,26.5,2,14,0,2
"1657",1576,25.2,2,14,0,3
"1658",1579,38.1,1,13,1,8
"1659",1580,31.5,1,11,1,2
"1660",1584,63.5,1,11,3,15
"1661",1595,78.5,2,3,3,13
"1662",1613,26.7,2,8,0,3
"1663",1614,30,2,13,0,2
"1664",1616,31.4,1,12,1,7
"1665",1617,36.9,2,18,1,7
"1666",1618,97.2,1,3,4,28
"1667",1619,38.4,2,13,1,5
"1668",1620,32.3,1,21,1,4
"1669",1621,48.9,1,14,2,6
"1670",1622,74.9,1,4,3,18
"1671",1623,56.5,1,11,2,7
"1672",1624,69.2,2,12,3,20
"1673",1625,38,2,11,1,5
"1674",1626,38,2,14,1,5
"1675",1627,97.2,1,1,4,31
"1676",1628,37.3,2,11,1,4
"1677",1631,63.5,1,12,3,10
"1678",1633,26.7,2,9,0,2
"1679",1634,63.5,1,5,3,27
"1680",1635,66.3,2,2,3,14
"1681",1636,63.5,1,16,3,23
"1682",1637,35.1,1,13,1,5
"1683",1638,53.3,2,20,2,19
"1684",1639,84.7,1,19,4,23
"1685",1640,65.8,1,1,3,14
"1686",1641,68.1,2,9,3,14
"1687",1643,92.3,2,4,4,19
"1688",1644,50.7,1,6,2,12
"1689",1645,84.7,2,7,4,16
"1690",1646,63.5,1,19,3,16
"1691",1647,62.5,2,1,2,13
"1692",1648,78.5,2,16,4,14
"1693",1649,45.8,1,7,2,5
"1694",1650,62.5,1,2,3,15
"1695",1651,65.2,2,4,3,27
"1696",1652,45.4,2,9,2,4
"1697",1653,63.5,1,8,3,17
"1698",1654,39.4,2,20,1,8
"1699",1655,27.5,1,2,0,2
"1700",1656,37.6,1,10,1,8
"1701",1657,33.9,1,2,1,5
"1702",1658,74.4,2,7,3,22
"1703",1659,54.7,2,8,2,10
"1704",1660,63.5,1,23,3,13
"1705",1661,37.6,1,12,1,5
"1706",1662,27.5,2,10,0,2
"1707",1663,62.1,2,8,2,4
"1708",1664,80.3,1,7,4,29
"1709",1665,64.4,2,10,3,20
"1710",1666,38.1,1,11,1,3
"1711",1667,25.2,2,10,0,2
"1712",1668,83.7,2,17,4,19
"1713",1670,80.3,1,18,4,11
"1714",1672,22.5,1,6,0,3
"1715",1673,39,1,12,1,5
"1716",1674,37.7,2,17,1,4
"1717",1675,38.4,2,11,1,10
"1718",1676,28.4,1,6,0,4
"1719",1677,63.2,2,10,3,15
"1720",1679,29.3,2,7,0,5
"1721",1680,21.2,2,5,0,2
"1722",1681,22.5,2,20,0,1
"1723",1682,31.5,1,2,1,4
"1724",1683,34.6,2,1,1,5
"1725",1684,47.8545127651924,2,7,2,4
"1726",1685,78.5,2,9,4,13
"1727",1686,28.4,1,10,0,5
"1728",1687,69.2,2,7,3,25
"1729",1688,47.8545127651924,2,7,2,4
"1730",1689,36.5,2,9,1,8
"1731",1691,33.1,2,7,1,1
"1732",1692,33.6,2,5,1,3
"1733",1693,63.2,1,7,3,9
"1734",1694,35.4,1,14,1,5
"1735",1695,33.2,2,17,1,3
"1736",1696,63.5,2,6,3,12
"1737",1697,29.4,1,9,0,3
"1738",1698,43.7,2,18,2,7
"1739",1699,86.5,1,12,4,19
"1740",1700,27.5,1,11,0,2
"1741",1701,29.8,2,11,0,2
"1742",1702,37.7,2,10,1,6
"1743",1704,47.8545127651924,1,2,2,3
"1744",1705,26.4,2,12,0,10
"1745",1708,29.3,2,19,0,4
"1746",1713,53.3,2,19,2,10
"1747",1717,63.5,1,17,2,14
"1748",1718,40.2,2,9,1,5
"1749",1720,47.8545127651924,2,17,2,4
"1750",1721,63.5,2,5,3,11
"1751",1722,38,2,14,1,5
"1752",1723,50.7,1,6,2,9
"1753",1724,29,2,8,0,4
"1754",1726,53.4,1,6,2,6
"1755",1727,74.4,2,19,3,14
"1756",1728,29.2,2,12,0,1
"1757",1729,69.7,1,18,3,35
"1758",1730,29.3,2,4,0,4
"1759",1731,37.3,1,9,1,5
"1760",1732,28.6,1,10,0,5
"1761",1733,53.4,1,11,2,4
"1762",1734,44.7,1,10,2,5
"1763",1735,52.3,2,1,2,8
"1764",1736,83.7,1,11,4,24
"1765",1737,33.1,2,14,1,3
"1766",1738,36.5,1,5,1,3
"1767",1739,73.6,2,8,3,14
"1768",1740,73.7,2,21,3,18
"1769",1741,53.7,1,17,2,6
"1770",1742,68.1,2,6,3,17
"1771",1743,62.5,1,6,2,14
"1772",1744,74.4,2,2,3,12
"1773",1745,83.7,1,2,4,20
"1774",1746,47.8545127651924,2,4,2,8
"1775",1749,32.3,1,16,1,4
"1776",1751,38.1,1,11,1,5
"1777",1754,28.4,1,12,0,5
"1778",1759,38.4,2,16,1,5
"1779",1761,29.2,1,3,0,4
"1780",1769,65.8,2,18,3,11
"1781",1771,80.3,2,6,4,21
"1782",1775,25.8,1,7,0,5
"1783",1776,73.6,2,4,3,20
"1784",1795,32.7,2,7,1,3
"1785",1802,28.6,1,6,0,4
"1786",1804,32,2,10,1,3
"1787",1808,34.2,1,11,1,6
"1788",1810,29.2,2,5,0,5
"1789",1811,80.3,1,16,4,26
"1790",1812,38.9,1,22,1,6
"1791",1813,29.2,1,7,0,4
"1792",1814,29.2,2,8,0,5
"1793",1815,27.7,2,15,0,4
"1794",1816,36.5,2,4,1,2
"1795",1817,31.5,1,16,1,4
"1796",1818,37.3,2,13,1,5
"1797",1819,17.6,2,8,0,2
"1798",1820,38.4,2,18,1,6
"1799",1821,37.3,1,19,1,5
"1800",1822,57.1,2,7,2,13
"1801",1823,66.1,2,13,3,26
"1802",1824,28.6,1,10,0,7
"1803",1825,43.7,2,12,2,5
"1804",1826,43.7,2,12,2,3
"1805",1827,36.5,2,25,1,6
"1806",1828,78.5,2,1,3,20
"1807",1829,32.3,1,13,1,7
"1808",1830,38.4,2,0,1,6
"1809",1831,38.4,2,8,1,7
"1810",1832,33.1,2,12,1,6
"1811",1833,80.3,1,32,4,21
"1812",1834,43.7,2,12,2,5
"1813",1835,48.9,1,10,2,7
"1814",1836,53.9,1,0,2,10
"1815",1838,27.5,1,11,0,4
"1816",1839,48.5,1,5,2,18
"1817",1840,48.9,1,17,2,4
"1818",1841,38.4,2,12,1,5
"1819",1842,74.4,2,16,3,25
"1820",1843,38.4,2,16,1,13
"1821",1844,37.3,1,7,1,6
"1822",1845,62.5,1,23,2,15
"1823",1846,50.7,2,14,2,4
"1824",1848,36.5,1,24,1,5
"1825",1849,97.2,2,3,4,22
"1826",1850,43.7,2,16,2,5
"1827",1851,36.5,1,14,1,10
"1828",1853,73.2,2,15,3,31
"1829",1854,37.7,2,4,1,6
"1830",1855,63.5,1,9,3,12
"1831",1856,63.5,1,12,3,12
"1832",1859,55.1,2,15,2,13
"1833",1860,31.5,1,15,1,3
"1834",1867,28.4,2,5,0,5
"1835",1872,35.4,2,5,1,6
"1836",1873,80.9,2,20,4,21
"1837",1875,37.7,2,3,1,5
"1838",1876,78.5,2,30,4,25
"1839",1877,33.1,2,14,1,4
"1840",1878,32.7,2,8,1,4
"1841",1879,37.9,2,1,1,7
"1842",1880,28.6,1,5,0,5
"1843",1881,29.8,2,16,0,5
"1844",1882,37.3,1,8,1,3
"1845",1884,37.3,1,11,1,6
"1846",1885,43.7,2,6,2,5
"1847",1886,47.8545127651924,2,10,2,6
"1848",1887,27.7,2,11,0,4
"1849",1888,47.8545127651924,2,10,2,7
"1850",1889,38.4,2,12,1,5
"1851",1891,29.3,2,12,0,2
"1852",1892,47.8545127651924,2,12,2,8
"1853",1893,63.5,2,17,3,13
"1854",1894,36.5,2,2,1,4
"1855",1895,38.9,1,6,1,7
"1856",1898,29,2,0,0,4
"1857",1900,47.8545127651924,1,15,2,10
"1858",1901,29.2,2,10,0,5
"1859",1902,29.2,2,3,0,4
"1860",1903,38.4,2,18,1,4
"1861",1914,38.9,1,11,1,7
"1862",1917,47.8545127651924,2,9,2,2
"1863",1918,31.4,1,9,0,6
"1864",1919,73.8,1,11,3,16
"1865",1920,38.9,1,4,1,7
"1866",1921,66.1,1,18,3,14
"1867",1923,28.6,1,17,0,7
"1868",1924,63.2,1,11,3,4
"1869",1925,57.1,2,9,2,13
"1870",1926,63.5,2,22,3,18
"1871",1927,32.4,1,21,1,4
"1872",1929,74.9,2,1,3,33
"1873",1930,73.2,1,19,3,32
"1874",1931,30.8,2,14,1,8
"1875",1932,80.9,1,18,4,15
"1876",1933,43.7,2,16,2,9
"1877",1934,53.3,1,8,2,12
"1878",1935,83.7,2,4,4,18
"1879",1936,28.6,1,6,0,4
"1880",1937,38,2,7,1,6
"1881",1938,39.4,1,5,1,7
"1882",1939,66.1,1,8,3,14
"1883",1941,63.2,1,9,3,14
"1884",1946,50.7,1,15,2,13
"1885",1971,29.5,1,18,1,2
"1886",1975,33.1,2,3,1,3
"1887",1976,47.8545127651924,2,12,2,10
"1888",1984,38.4,2,15,1,14
"1889",1986,30.8,2,20,1,2
"1890",1988,48.5,1,1,2,9
"1891",1989,41.6,2,2,1,8
"1892",1993,35.1,1,7,1,6
"1893",1994,66.1,2,11,3,15
"1894",1995,78,1,14,4,28
"1895",1999,80.3,2,17,4,28
"1896",2000,38.4,1,10,1,6
"1897",2001,36.5,1,12,1,8
"1898",2004,48.5,1,23,2,6
"1899",2005,61.9,2,7,2,14
"1900",2006,27.7,1,5,0,5
"1901",2007,31.5,2,20,1,12
"1902",2008,34.8,2,13,1,1
"1903",2009,38.4,2,15,1,6
"1904",2010,38.4,2,12,1,6
"1905",2011,50.7,2,11,2,9
"1906",2012,33.1,1,3,1,3
"1907",2013,44.3,2,13,2,6
"1908",2014,53.3,1,3,2,13
"1909",2015,73.2,2,22,3,11
"1910",2016,47.8545127651924,2,6,2,6
"1911",2017,78.5,2,6,4,16
"1912",2018,73.2,2,11,3,17
"1913",2019,38.9,2,3,1,5
"1914",2020,63.5,2,10,3,19
"1915",2021,80.3,2,18,4,19
"1916",2022,38.2,1,5,1,4
"1917",2023,78.5,2,4,3,25
"1918",2024,32.4,2,7,1,8
"1919",2025,26.6,1,7,0,3
"1920",2026,36.5,2,5,1,8
"1921",2027,58.3,2,10,2,6
"1922",2028,63.5,1,3,3,24
"1923",2029,60.6,2,3,2,16
"1924",2030,26.7,1,13,0,4
"1925",2031,59,2,5,2,14
"1926",2032,63.5,1,9,3,10
"1927",2033,47.8545127651924,2,8,2,9
"1928",2035,70.5,2,12,3,10
"1929",2036,69.2,2,16,3,18
"1930",2038,63.5,2,5,3,5
"1931",2039,21.1,2,6,0,2
"1932",2040,33.1,1,19,1,6
"1933",2041,38.4,2,16,1,6
"1934",2042,38,2,8,1,7
"1935",2043,38.4,1,6,1,5
"1936",2044,73.8,1,9,3,11
"1937",2045,52.3,1,11,2,9
"1938",2046,87.9,1,11,4,11
"1939",2047,73.8,2,7,3,20
"1940",2048,63.2,2,15,3,12
"1941",2049,88.2,1,10,4,20
"1942",2050,29,2,2,0,4
"1943",2051,78.5,2,8,4,36
"1944",2052,68.1,2,6,3,16
"1945",2062,29.3,2,20,0,4
"1946",2066,48.6,1,5,2,9
"1947",2069,63.5,1,7,3,14
"1948",2072,76.4,2,20,3,10
"1949",2073,37.7,2,15,1,13
"1950",2074,53.5,2,5,2,17
"1951",2075,68.1,2,7,3,17
"1952",2077,69.7,2,4,3,15
"1953",2078,78.5,2,16,4,13
"1954",2079,31.5,1,18,0,4
"1955",2080,38,2,2,1,2
"1956",2081,27.5,1,15,0,4
"1957",2082,38,2,6,1,2
"1958",2083,22.5,2,12,0,4
"1959",2084,82.7,1,7,4,27
"1960",2086,78.5,2,20,3,24
"1961",2088,64.2,1,31,3,16
"1962",2089,67,2,6,3,22
"1963",2090,53.3,2,21,2,8
"1964",2091,63.5,1,0,3,15
"1965",2092,84,2,28,4,16
"1966",2093,82.7,2,7,4,17
"1967",2094,76.3,1,12,3,24
"1968",2095,93.3,1,9,4,22
"1969",2096,73.3,2,17,3,15
"1970",2097,86.6,1,4,4,22
"1971",2098,92.3,2,7,4,20
"1972",2099,28.6,1,3,0,6
"1973",2100,53.7,2,3,2,8
"1974",2101,59.9,2,8,2,21
"1975",2102,29.8,1,13,1,5
"1976",2104,32.4,2,21,1,15
"1977",2105,61.9,1,13,2,14
"1978",2106,80.3,2,3,4,11
"1979",2107,39,1,11,1,19
"1980",2108,50.7,1,7,2,3
"1981",2109,32.3,1,13,1,3
"1982",2110,80.9,1,16,4,25
"1983",2111,44.7,1,11,2,6
"1984",2112,27.5,1,9,0,4
"1985",2113,63.5,1,18,2,24
"1986",2114,34.3,1,11,1,6
"1987",2115,62.5,1,12,3,18
"1988",2116,27.3,2,11,0,2
"1989",2117,26.7,2,13,0,4
"1990",2118,26.4,2,9,0,3
"1991",2119,63.5,2,15,2,15
"1992",2121,86.9,2,14,4,29
"1993",2122,47,1,1,2,16
"1994",2123,53.7,1,2,2,14
"1995",2124,63.5,1,10,3,15
"1996",2126,58.1,2,0,2,14
"1997",2127,38,2,8,1,6
"1998",2128,63.5,1,10,2,16
"1999",2130,73.8,1,6,3,12
"2000",2131,74.9,1,3,3,17
"2001",2132,62.2,1,16,2,15
"2002",2133,32.8,1,4,1,4
"2003",2134,63.5,2,31,3,12
"2004",2136,38.4,2,0,1,5
"2005",2137,97.2,1,18,4,19
"2006",2138,62.1,1,20,3,14
"2007",2139,63.5,2,21,2,19
"2008",2140,43.4,1,9,1,11
"2009",2141,50.7,1,0,2,9
"2010",2142,37.3,1,9,1,5
"2011",2143,36.5,2,9,1,6
"2012",2144,50.5,2,14,2,8
"2013",2145,56.5,1,5,2,10
"2014",2146,31.5,1,13,1,5
"2015",2147,43.7,2,2,2,8
"2016",2148,52.5,1,25,2,6
"2017",2150,28.6,1,9,0,5
"2018",2151,38.4,2,3,1,2
"2019",2152,38,2,0,1,8
"2020",2154,39,2,2,1,4
"2021",2155,80.3,2,13,4,11
"2022",2156,35.4,1,7,1,4
"2023",2157,50.7,2,13,2,4
"2024",2158,26.7,2,17,0,3
"2025",2159,47.8545127651924,2,15,2,5
"2026",2161,24.8,1,6,0,4
"2027",2162,33.1,2,12,1,5
"2028",2163,21.2,1,19,0,3
"2029",2164,97.2,2,3,4,25
"2030",2165,72.5,1,17,3,16
"2031",2166,38.4,2,6,1,8
"2032",2167,29.4,1,7,0,5
"2033",2168,36.5,2,12,1,9
"2034",2169,31.4,1,6,1,4
"2035",2170,38.9,2,6,1,5
"2036",2172,50.7,1,0,2,10
"2037",2176,31.4,1,8,1,3
"2038",2189,33.1,1,9,1,15
"2039",2190,86.6,1,11,4,25
"2040",2197,83.7,1,21,4,32
"2041",2198,76.4,2,3,3,17
"2042",2209,63.2,1,5,3,10
"2043",2211,80.3,1,6,4,29
"2044",2212,34.2,1,2,1,6
"2045",2213,73.6,2,12,3,16
"2046",2214,60.5,1,2,2,18
"2047",2215,25.2,2,13,0,2
"2048",2216,38.2,1,3,1,2
"2049",2218,34.6,2,14,1,3
"2050",2219,32.4,2,13,1,7
"2051",2220,46.8,1,13,2,6
"2052",2222,80.3,2,4,4,24
"2053",2223,38.1,1,11,1,7
"2054",2224,60.6,2,11,2,11
"2055",2226,62.5,2,13,2,20
"2056",2227,50.7,2,14,2,6
"2057",2228,63.5,2,5,2,4
"2058",2229,47.8545127651924,2,12,2,6
"2059",2230,37.3,1,18,1,6
"2060",2231,58.8,1,10,2,10
"2061",2232,39,1,10,1,15
"2062",2234,36.5,2,12,1,5
"2063",2235,28.4,2,4,0,5
"2064",2236,25.5,1,17,0,5
"2065",2237,47,2,16,2,13
"2066",2238,38.4,2,12,1,7
"2067",2239,22.7,1,17,0,4
"2068",2240,38.4,2,0,1,5
"2069",2241,69.2,1,2,3,16
"2070",2242,78.5,2,7,3,15
"2071",2243,82.7,1,12,4,20
"2072",2244,28.4,1,14,0,2
"2073",2245,50.7,2,18,2,9
"2074",2246,36.5,1,4,1,8
"2075",2247,63.5,2,7,3,7
"2076",2249,50.7,2,2,2,22
"2077",2250,85.1,1,0,4,31
"2078",2252,38.4,2,1,1,6
"2079",2253,69.7,1,27,3,22
"2080",2254,35.4,1,7,1,11
"2081",2255,17.1,2,8,0,1
"2082",2256,68.8,1,7,3,15
"2083",2257,17.1,2,10,0,1
"2084",2259,34.3,1,16,1,5
"2085",2260,47.8545127651924,2,4,2,4
"2086",2261,34.2,1,11,1,4
"2087",2262,26.7,1,9,0,4
"2088",2263,32,1,2,1,4
"2089",2264,63.5,2,14,3,15
"2090",2266,49.9,1,6,2,7
"2091",2268,26.7,1,8,0,6
"2092",2270,71.6,2,1,3,19
"2093",2271,80.3,1,13,4,26
"2094",2273,50.7,2,12,2,5
"2095",2275,33.1,2,10,1,3
"2096",2277,34.6,2,7,1,6
"2097",2278,32.3,2,0,1,5
"2098",2280,38.2,1,13,1,3
"2099",2281,35.1,2,18,1,5
"2100",2282,36.5,2,14,1,5
"2101",2284,38.9,2,10,1,16
"2102",2500,80.3,2,0,4,21
"2103",385,38.4,2,7,1,7
"2104",386,73.7,2,18,3,19
"2105",387,36.2,1,10,1,4
"2106",388,38,2,1,1,8
"2107",389,29.7,1,13,0,6
"2108",548,63.2,2,21,3,16
"2109",550,47.8545127651924,2,26,2,8
"2110",551,29.3,2,13,0,4
"2111",552,21.2,2,9,0,1
"2112",553,22.6,2,9,0,2
"2113",554,41.6,2,7,1,4
"2114",555,17.1,2,14,0,2
"2115",556,35.4,2,22,1,3
"2116",557,29.2,2,6,0,5
"2117",559,22.9,1,16,0,2
"2118",560,27.7,2,12,0,2
"2119",561,30.2,1,12,1,4
"2120",617,82.7,1,4,4,27
"2121",620,61.1,1,4,2,19
"2122",621,28.6,1,12,0,3
"2123",622,38.4,2,11,1,5
"2124",623,73.9,2,23,3,21
"2125",624,71.2,2,12,3,16
"2126",625,87,1,6,4,17
"2127",627,36.5,2,20,1,9
"2128",628,37.7,2,5,1,6
"2129",629,63.5,2,14,3,19
"2130",630,53.7,2,10,2,7
"2131",631,63.5,2,4,3,13
"2132",641,86.5,1,2,4,18
"2133",642,27.5,2,5,0,3
"2134",645,37.7,1,9,1,8
"2135",646,76.3,1,7,3,19
"2136",651,26.7,1,2,0,6
"2137",652,38.9,2,13,1,5
"2138",653,33.9,2,5,1,6
"2139",654,36.5,1,14,1,6
"2140",665,29.2,2,10,0,4
"2141",666,28.4,2,13,0,2
"2142",667,47.8545127651924,1,22,2,4
"2143",668,36.1,2,17,1,4
"2144",669,52.4,1,7,2,9
"2145",701,78.5,2,11,4,20
"2146",702,83.7,1,19,4,22
"2147",712,51.9,1,3,2,7
"2148",713,68.1,2,22,3,26
"2149",714,64.1,1,2,3,13
"2150",715,71.6,1,8,3,26
"2151",716,36.5,1,10,1,5
"2152",717,26.7,2,13,0,2
"2153",718,64.4,2,11,3,11
"2154",719,33.3,2,1,1,5
"2155",720,57.1,2,3,2,9
"2156",721,29.5,1,13,0,6
"2157",722,49.6,1,9,2,5
"2158",727,36.5,2,13,1,9
"2159",728,68.8,2,2,3,19
"2160",757,47.8,1,13,2,12
"2161",759,97.2,1,6,4,33
"2162",760,63.5,1,1,3,14
"2163",846,22.5,2,11,0,3
"2164",847,48.5,1,0,2,9
"2165",848,55.1,2,9,2,10
"2166",849,40,1,15,1,5
"2167",850,90.8,1,16,4,17
"2168",851,29.8,1,23,0,4
"2169",852,84,2,8,4,19
"2170",853,73.6,2,9,3,18
"2171",854,50.7,2,7,2,8
"2172",855,34.2,1,11,1,4
"2173",856,21.2,2,11,0,3
"2174",857,63.5,1,5,2,16
"2175",858,63.5,1,2,3,12
"2176",860,69.7,1,4,3,18
"2177",861,51,1,23,2,5
"2178",862,42.3,2,18,2,4
"2179",877,32.3,1,14,1,11
"2180",878,39.4,2,13,1,15
"2181",879,34.3,1,21,1,6
"2182",880,57.1,2,9,2,22
"2183",881,76.4,2,13,3,20
"2184",882,63.5,2,22,3,14
"2185",883,63.5,2,20,2,15
"2186",884,38.1,1,14,1,5
"2187",885,37.7,2,6,1,10
"2188",886,32.4,1,5,1,4
"2189",887,33.9,1,4,1,4
"2190",888,78.5,2,2,4,20
"2191",889,43.3,1,21,2,5
"2192",890,63.5,1,17,3,16
"2193",891,33.6,1,11,1,5
"2194",892,29.2,1,10,0,3
"2195",955,60.5,1,12,2,21
"2196",957,27.5,1,17,0,3
"2197",959,29.8,1,10,0,4
"2198",960,47.8545127651924,2,20,2,4
"2199",994,39,2,4,1,5
"2200",995,60.5,1,4,2,22
"2201",997,74.4,2,14,3,23
"2202",999,28.4,2,13,0,5
"2203",1000,69.7,2,10,3,13
"2204",1001,73.7,2,5,3,17
"2205",1002,36.7,1,18,1,9
"2206",1003,62.2,2,24,2,32
"2207",1004,29.4,1,10,0,6
"2208",1005,31.7,1,16,1,2
"2209",1014,64.4,2,1,3,16
"2210",1015,73.2,2,14,3,23
"2211",1016,73.2,2,12,3,15
"2212",1017,35.1,1,2,1,5
"2213",1018,34.2,1,15,1,2
"2214",1019,53.9,1,21,2,4
"2215",1020,33.1,2,7,1,7
"2216",1022,62,2,10,2,5
"2217",1023,53.9,1,12,2,7
"2218",1024,36.9,2,4,1,6
"2219",1025,38.5,2,12,1,5
"2220",1026,67,2,3,3,15
"2221",1030,80.9,2,19,4,15
"2222",1031,37.7,2,12,1,6
"2223",1033,27.5,1,13,0,2
"2224",1056,32.3,1,1,1,5
"2225",1057,29,2,12,1,4
"2226",1058,38.1,1,4,1,6
"2227",1059,76.3,1,15,3,24
"2228",1183,31.5,1,8,1,2
"2229",1184,17.1,2,14,0,1
"2230",1185,38,2,1,1,12
"2231",1198,29.5,1,14,1,3
"2232",1265,22.7,2,13,0,2
"2233",1266,33.6,1,12,1,5
"2234",1267,78,1,23,4,12
"2235",1268,26.4,2,23,0,3
"2236",1295,47.8545127651924,2,6,2,9
"2237",1296,32.3,1,2,1,4
"2238",1405,87,2,31,4,40
"2239",1406,73.9,1,15,3,11
"2240",1408,80.3,2,18,4,18
"2241",1409,78.5,2,10,4,16
"2242",1429,63.2,2,4,2,12
"2243",1430,63.5,1,7,3,19
"2244",1433,33.6,1,3,1,7
"2245",1434,33.1,2,16,1,13
"2246",1458,32.3,1,7,1,5
"2247",1459,28.4,1,13,0,2
"2248",1460,78.5,1,11,4,19
"2249",1462,21.2,2,8,0,3
"2250",1463,64.4,2,10,3,31
"2251",1464,63.2,1,9,3,17
"2252",1473,29,1,6,0,4
"2253",1497,26.3,1,3,0,5
"2254",1499,46.7,2,10,2,7
"2255",1500,39,2,14,1,9
"2256",1501,47.8545127651924,2,10,2,4
"2257",1504,50.7,2,19,2,7
"2258",1505,33.1,2,7,1,4
"2259",1506,80.3,1,6,4,25
"2260",1508,17.1,2,12,0,2
"2261",1511,28.4,1,11,0,5
"2262",1512,63.5,1,5,3,15
"2263",1513,29.4,1,11,0,5
"2264",1514,31.9,2,19,1,3
"2265",1519,63.5,2,4,2,9
"2266",1520,63.5,2,17,3,11
"2267",1521,71.6,2,15,3,14
"2268",1522,43.7,2,7,2,5
"2269",1525,34.3,2,11,1,6
"2270",1526,32.3,1,3,1,5
"2271",1528,48.6,1,17,2,9
"2272",1529,51,2,9,2,15
"2273",1577,49.4,1,5,2,6
"2274",1578,38.4,2,8,1,6
"2275",1581,48.5,1,13,2,15
"2276",1582,29.2,2,3,0,5
"2277",1583,57.1,2,19,2,10
"2278",1707,50.7,1,15,2,6
"2279",1709,31.5,1,10,1,12
"2280",1714,63.5,1,18,3,24
"2281",1715,50.7,2,19,2,6
"2282",1752,61.1,1,0,2,6
"2283",1753,29.2,1,12,0,4
"2284",1755,38.1,1,7,1,7
"2285",1756,33.2,1,0,1,2
"2286",1757,50.7,2,23,2,5
"2287",1758,29.5,2,13,0,5
"2288",1762,61.4,2,18,2,28
"2289",1778,48.5,2,1,2,14
"2290",1780,27.5,2,15,0,6
"2291",1781,39.5,1,10,1,7
"2292",1782,27.5,1,6,0,7
