childs;degree;educ;sei;divorce
1;0;8;29;1
1;1;14;31,3;1
0;0;10;40;1
0;1;12;21,1;1
1;1;14;36,5;0
0;1;12;37,3;0
0;1;13;22,7;0
1;1;12;63,5;0
0;4;18;78,5;1
1;1;12;58,3;0
1;1;13;38,4;1
1;1;12;32,4;0
1;0;10;33,1;1
1;1;12;26,7;1
1;1;12;17,1;0
1;2;16;63,2;0
1;1;12;26,7;0
0;1;12;26,7;1
1;0;12;63,5;0
1;3;19;63,5;0
1;0;10;32,4;0
1;0;11;28,4;0
1;3;16;78,5;0
1;3;16;78,5;0
1;1;12;37,3;0
1;1;15;73,2;0
1;1;12;63,5;0
1;1;12;29,3;0
0;1;12;26,7;1
1;1;14;69,7;0
1;1;12;32,3;0
1;1;15;37,3;0
0;1;13;30,8;0
1;1;12;33,1;0
1;1;12;22,7;1
1;1;12;35,1;0
1;1;12;27,7;0
1;1;9;26,4;0
0;1;12;46,7;1
0;0;20; ;0
1;3;18;78,5;0
1;1;12;35,7;1
1;1;14;53,3;0
1;3;16;42,1;0
1;1;12;29,3;1
1;1;12;48,5;0
1;2;13;26,4;1
1;3;18;73,9;0
1;1;15;27,2;0
1;0;8;38,4;0
1;1;12;29,2;0
1;3;16;63,5;1
1;1;13;44,7;1
1;1;12;29,2;0
1;1;12;29,3;0
1;1;13;68,1;1
0;0;11;48,5;0
1;0;8;37,3;0
1;0;6;21,2;1
1;1;12;31,1;1
1;2;14;43,2;0
1;1;12;33,1;0
1;1;13;37,3;0
1;4;20;96;0
0;3;16;77,8;0
1;1;12;30,8;1
0;3;16;69,7;0
0;1;15;33,1;0
0;3;16;35,4;0
1;1;15;64,1;1
0;3;17;69,7;1
1;3;16;80,3;1
0;1;13;59,3;1
1;3;16;80,3;0
1;3;17;80;0
1;3;16;33,1;0
1;1;12;33,1;0
0;4;20;97,2;0
1;3;16;73,2;0
0;3;16;69,7;0
0;3;17;69,7;0
1;1;12;36,5;1
1;1;12;28,2;0
1;0;11;22,9;0
1;2;14;73,2;0
1;1;13;38,1;1
1;1;12;33,1;0
1;1;15;62;1
1;1;12;26,7;1
1;1;14;31,5;1
1;3;16;63,5;1
0;2;14;29,3;0
1;1;12;26,7;0
0;1;12;29,2;1
1;1;12;29;1
1;2;14;42,2;1
1;1;14;48,5;0
1;0;10; ;0
1;0;10;33,1;1
1;1;12;26,7;0
0;1;12;29,5;0
1;2;14;63,5;0
1;1;12;32,1;1
1;2;13;66,1;1
0;1;15;50,7;1
0;1;15;29,2;0
1;1;12;27,5;1
1;1;12;26,7;0
1;1;12;38,9;0
1;2;14;18,5;1
1;1;12;33,1;0
1;0;8;35,1;0
1;2;14;26,4;0
1;1;12;38,9;0
1;1;14;38,4;0
1;0;9;29,3;0
1;1;13;63,2;0
0;3;17;45,9;1
0;1;12;26,7;1
1;2;15;73,2;1
1;0;11;48,5;0
1;1;12;46,1;0
1;0;7;29;0
0;0;5;34,6;0
1;1;12;76,4;0
1;1;12;43,3;0
1;1;12;38,4;0
1;0;10;29,2;0
1;1;12;50,7;0
1;1;12;17,1;1
1;1;12;78;0
1;1;12;26,4;0
1;1;12;32;0
1;3;16;80,3;1
1;1;13;24,2;0
0;3;16;38;0
0;0;9;49,6;1
1;0;11;22,5;1
1;0;3;25,4;0
1;0;5; ;0
1;1;12;29,4;0
1;0;8;53,9;0
1;0;9;29,2;0
1;0;10;22,9;0
1;1;14;17,1;0
0;1;12;38,9;1
1;0;11;24,2;1
1;1;12; ;0
1;4;18;73,3;0
1;1;12;38;0
1;1;12;35,4;0
1;1;12; ;0
1;1;12;32,7;0
1;1;10;38;1
1;1;12;32,3;0
1;1;12;36,5;1
1;1;11;38,2;0
1;0;8;38;0
1;0;10;33,1;0
1;1;14;63,2;1
1;1;12;26,5;0
1;1;12;71,5;0
1;1;12;63,5;0
1;0;11;22,6;0
1;0;11;33,1;0
1;1;12;33,9;1
1;1;12;50,7;0
1;4;17;80,3;1
1;1;11;58,3;0
0;1;13;32,4;1
1;1;12; ;0
1;0;4;17,6;0
0;4;17;78,5;0
1;3;18;73,2;1
1;1;16;73,2;0
0;1;12;69,7;1
0;1;14;22,6;0
0;1;12;33,1;1
1;1;14;60,6;0
1;0;10;24,2;0
0;1;12;28,6;0
1;0;10;33,1;1
0;1;11;36,5;0
1;1;14;50,7;1
1;0;10;32,3;0
1;1;12; ;1
1;1;9;17,1;1
1;1;12;43,7;0
1;0;7;27,5;0
1;0;8;32,3;0
1;3;18;78,5;0
1;1;12;34,3;0
1;0;11;18,5;0
1;1;10;33,1;0
1;0;8;37,3;0
1;0;8; ;1
1;1;12;63,5;0
1;0;8; ;0
1;0;3;24,2;0
1;0;3;29,3;1
1;1;12;17,1;0
0;0;5;17,1;0
1;0;7;37,3;0
1;0;10;36,5;0
0;1;12;33,6;0
1;0;8;34,2;0
1;1;13; ;0
1;1;12;27,5;1
1; ;10;27,5;1
1; ; ; ;0
1;3;16;17,1;0
1;1;12;29;0
1;1;11; ;0
1;2;14; ;0
1;0;8; ;0
1;1;12;17,1;0
1;1;10; ;0
1;1;13;33,1;0
0;1;12;34,2;0
1;1;16;63,5;1
1;1;13;51,9;0
0;0;5;26,5;0
1;1;12;17,1;1
0;0;11;26,5;1
1;1;12;46,7;1
1;0;9; ;0
1;2;14;44,7;0
0;0;11; ;0
1;1;12;33,1;1
1;1;13;29,3;1
1;2;14;36,5;0
1;1;12;26,4;0
1;3;19;38,4;0
1;0;12;27,5;0
0;1;12;38;1
1;1;13;53,3;0
1;0;14;53,4;0
1;1;13;29,2;0
1;3;16;63,5;0
1;1;13;38,4;0
1;2;16;80;0
0;3;16;53,7;1
1;1;12;38,4;0
1;3;17;78,5;0
1;1;12;63,2;1
0;1;12;31,3;0
1;1;12;48,5;0
0;1;14;33,1;0
1;1;12;38,4;0
1;0;9;32,3;0
1;1;12;73,6;0
1;1;12;30,8;0
1;1;12;33,6;0
1;1;12;26,4;1
1;0;9;28,4;0
1;0;10; ;0
1;0;3;22,5;1
1;1;11;22,5;0
1;3;16;78,5;1
1;1;13;33,9;0
1;1;12;26,6;0
1;1;12;33,1;0
0;1;12;26,5;0
0;0;7;31,5;1
1;1;14;38,4;1
1;0;7;50,7;0
1;1;12;50,7;0
1;0;11;29,4;1
1;3;16;54,7;1
1;1;15;43,7;0
1;1;12;21,2;1
1;1;12;32;0
0;2;14;48,5;0
1;1;12;39,4;0
1;1;12;26,7;0
1;3;18;80,3;0
1;1;12;29,3;1
1;1;12;50,7;0
1;1;12;50,7;0
1;1;14;78,5;0
1;3;16;36,5;1
1;1;12;48,9;1
0;1;12;29,4;0
0;1;13;22,7;1
1;0;8;66,1;0
0;1;12;73,6;0
1;0;4;28,2;0
1;1;12;59,1;1
1;1;9;36,5;0
1;0;11;36,5;0
0;0;8;29,4;0
1;0;8;69,7;0
1;0;8; ;0
1;1;12; ;1
1;0;3;37,3;0
1;0;8;28,4;1
0;1;12;39;1
1;0;9;31,5;0
1;1;14;33,1;0
0;3;16;50,7;0
1;1;12;38,4;0
1;0;10; ;0
1;0;7;63,5;1
1;3;16;36,5;0
1;1;15;35,4;1
1;4;20;92,3;0
0;4;17;78,5;0
1;3;19;73,2;1
0;3;16;63,5;1
1;4;18;69,2;0
1;1;13; ;0
1;1;13;36,5;0
1;1;12;28,4;1
1;1;14;38;0
1;0;8; ;0
1;1;12;29,5;1
1;1;12;37,3;0
1;3;16;80,3;0
 ;1;12;35,1;1
0;0;10;28,4;0
1;1;14;59,9;0
1;0;6;21,1;0
1;0;3;26,5;0
1;0;10; ;1
1;0;11;36,7;0
1;0;8;32,3;1
0;1;13;30,2;0
1;1;12;27,5;0
1;0;10;39,5;0
1;0;8; ;1
1;0;9;28,4;1
1;1;11;29,3;0
1;0;14;26,7;0
1;1;15;50,7;1
1;1;12;62,1;0
0;0;11;48,9;0
1;1;9;26,5;0
1;1;13;29,2;0
0;4;17;85,1;1
1;1;12;25,8;0
1;0;11;48,5;1
1;0;11;21,2;1
1;1;12;63,5;0
1;2;14;57,1;0
1;1;12;32,8;1
1;1;12;38,9;1
0;0;11;38,9;1
1;2;14;64,4;1
1;1;12;50,7;0
1;4;18;85,1;0
1;1;12;38,4;0
1;0;11;27,2;0
1;3;16;78,5;0
1;1;12;49,6;0
1;1;12;37,7;0
1;0;8;31,3;1
1;3;16;78,5;0
1;1;12;26,4;0
1;1;12;37,3;0
1;1;11;26,7;0
1;3;16;62;0
1;0;10;37,7;0
0;2;16;73,2;0
0;1;12;50,7;1
1;2;16;63,5;1
1;0;8;31,4;0
0;1;12;33,1;1
1;0;10;31,4;1
1;0;10;35,2;1
1;0;10;29,3;0
1;1;13;38,9;1
1;1;14;31,5;0
1;3;17;52,4;0
1;1;12;38;0
1;1;13;38,2;1
1;1;12;27,7;1
1;1;12;50,7;0
1;1;13;29,2;0
1;0;11;29,3;1
 ;1;12;32,4;1
1;1;12;38,4;0
1;0;9;32,4;1
1;1;12;25,8;1
1;1;11;50,7;0
1;1;13;38,5;1
1;1;12;26,5;0
1;1;15;56,6;0
1;1;12;30,7;0
1;1;12;50,7;0
1;3;18;80,3;0
1;1;14;69,7;0
1;1;12;31,5;1
1;1;14;36,5;0
0;1;12;78,5;0
0;1;12;74,9;1
0;0;11; ;1
1;0;9;36,5;0
1;3;16; ;0
1;3;16; ;0
1;1;13;38;0
1;1;12;48,6;0
1;1;12;27,7;1
0;1;15;54,7;0
1;3;17;63,2;0
1;1;13;54,5;0
1;1;12;26,4;0
1;1;16;63,5;0
1;3;16;83,7;1
1;0;10;30,7;0
0;3;16;84,7;1
0;1;12;64,2;1
1;1;13;26,4;0
1;1;12;33,1;0
1;0;11;29,4;0
0;0;10;18,5;1
1;1;12;28,4;0
0;1;12; ;0
1;0;12;25,3;1
1;0;7;27,5;0
1;1;12;26,9;0
1;1;12;37,5;1
1;1;13;17,1;0
0;1;16;84,2;1
1;3;16;36,9;0
0;1;19;27,5;0
0;1;12;38,4;1
0;1;14;26,7;0
0;1;12;32,4;1
1;1;12;31,2;0
0;1;15;60,5;1
1;2;14;50,7;1
1;3;16;73,2;1
0;1;12;63,5;0
1;1;12;35,2;1
1;1;11;53,4;0
0;1;13;42,3;0
0;1;17;29,3;0
1;3;16;74,4;0
1;3;16;22,6;0
0;0;11;22,6;1
1;2;16;73,2;0
1;1;12;38,2;0
1;1;12;37,3;0
0;0;11; ;0
1;1;12;63,2;0
1;1;14;36,9;1
0;0;11; ;0
1;3;16;72;0
1;1;14;50,7;0
1;1;13;37,3;0
1;1;12;31,3;1
1;1;13;38,9;1
0;3;17;78,5;0
0;1;15;33,3;0
1;1;12;33,1;0
1;3;16;69,2;1
1;1;15;76,3;1
0;2;17;38,2;0
1;1;12;36,5;0
0;4;17;80,3;0
1;3;15;51;0
1;3;16;83,7;0
0;4;20;82,7;1
1;1;17;63,5;0
0;2;14;73,2;1
1;1;14;43,3;0
1;1;14;31,9;0
1;3;16;64,2;0
1;1;12;63,5;0
1;1;12;40,2;1
1;1;12;22,9;0
1;1;14;47,8;1
0;0;11;35,1;1
0;1;12;38,4;0
1;0;9;63,5;0
1;0;12;38,7;0
1;1;12;61,9;1
1;1;14;86,5;1
1;1;12;32,4;0
1;1;12;52,3;0
1;1;12;51;1
1;1;15;28,4;0
1;1;12; ;0
1;1;12;38;0
1;3;19;78,5;0
1;0;8;37,3;0
1;1;12;30,8;1
1;1;12;38;0
1;0;11;37,4;0
1;0;8;29,3;1
1;1;15;37,2;0
1;0;8;42,4;0
0;1;14;64,2;0
1;0;9;25,8;0
1;1;12;63,5;0
0;1;15;56,5;1
1;1;14;38,9;1
1;3;16;33,3;1
1;1;12;34,3;0
1;1;13;30,8;0
1;0;11;28,6;1
1;1;12;37,7;0
1;1;12; ;0
1;2;17;73,2;1
1;0;12;21,2;1
1;2;15;80,3;0
0;4;19;92,3;0
1;1;13;29,3;1
1;4;20;87,9;0
0;4;18;62,5;0
1;1;13;33,1;0
1;0;10;39,7;0
1;1;12;69,7;1
1;1;12;49,9;0
0;1;13;38,9;1
0;2;14;39,4;0
0;1;16;76,4;1
1;1;12;48,5;0
0;1;14;26,4;0
0;3;16;42,2;1
1;1;12;50,7;0
1;1;13;54,5;0
1;1;12;52,5;0
1;3;16;62,2;1
1;1;12;50,5;0
1;1;12;33,1;1
1;1;12;38,1;0
1;1;14;74,4;0
1;1;13; ;0
1;1;12;28,4;1
0;3;16;32,4;0
0;2;14;28,6;1
1;1;11;38,9;1
0;0;11;38,1;0
1;1;12;38,4;0
1;1;12;28,4;0
1;1;9;68,1;0
1;1;12;32,4;0
